CustomerID,FirstName,LastName,Email,Address,City,PostalCode,RegistrationDate,LastLoginDate,CustomerSegment,DateOfBirth,Phone
C09759,Warren,Chavez,warren.chavez@mail.com,9887 Kathleen Club,Jos,935404,02/12/2024,1/14/2025 6:23,Standard,16/06/1952,8289677606
C09760,Samantha,Castro,samantha.castro@outlook.com,"201 Alicia Street, Rivers",Port Harcourt,138089,22/10/2024,3/18/2025 18:59,New,02/11/1977,9128770487
C09761,Amber,Rowland,arowland@engineer.com,"431 Murphy Radial Suite 033, Rivers",Port Harcourt,823809,29/11/2023,02/11/2024 03:31,Platinum,01/01/1900,8262523530
C09762,Daniel,Campbell,campbell.d@gmail.com,0195 Thomas Mills,Abuja,863969,09/01/2025,,Standard,15/12/1975,8289143667
C09763,Jon,Martinez,jmartinez@mail.com,"81674 Glenn Pike, Rivers",Port Harcourt,647919,14/12/2024,4/14/2025 15:57,New,01/01/1900,7042592857
C09764,Jeffrey,Smith,jsmith@gmail.com,17133 Shannon Unions Apt. 640,Port Harcourt,392596,12/02/2025,4/29/2025 5:49,,15/09/1935,7084971186
C09765,Jennifer,Smith,jennifer.smith@consultant.com,152 Brittany Heights Apt. 623,Port Harcourt,978583,17/07/2024,,Silver,16/09/1996,9029131391
C09766,Gina,Diaz,ginadiaz@mail.com,9763 Charles Vista,Benin City,178037,08/11/2023,4/28/2025 13:00,,09/10/1971,9003412837
C09767,Molly,Woods,mollywoods@techie.com,55360 Burke Hill,Port Harcourt,,20/08/2024,,,03/09/1967,8118152604
C09768,Allen,Berg,berg.a@yahoo.com,30992 Russell Ports,Port Harcourt,810441,30/11/2023,12/13/2024 16:49,Gold,,9003191405
C09769,Anna,Walker,anna_walker@mail.com,76197 Lisa Mountain Suite 451,Port Harcourt,496016,07/10/2023,02/04/2024 06:11,VIP,08/05/1953,9149300179
C09770,Mikayla,Torres,mikaylatorres@beta.ng,"3234 Clinton Crest, FCT",Abuja,771797,10/03/2025,4/20/2025 14:21,,01/01/1900,9190256198
C09771,Courtney,Conway,courtney_conway@aol.com,795 Lopez Highway Suite 401,Port Harcourt,745356,05/09/2023,9/28/2024 21:25,Bronze,16/08/1953,8258615376
C09772,Franklin,Hale,franklinhale@outlook.com,"31724 Martin Hills Suite 286, Rivers",Port Harcourt,999915,19/02/2025,05/12/2025 12:33,Bronze,,8182347488
C09773,Leah,Quinn,leah_quinn@outlook.com,525 Mason Ferry,Lagos,761622,16/04/2025,05/01/2025 20:28,Standard,,
C09774,Erica,Morales,ericamorales@aol.com,4012 Hall Plains Apt. 961,Port Harcourt,293534,24/12/2023,,New,29/07/1992,8164176159
C09775,Barbara,Houston,barbara.houston@engineer.com,"494 Richard Stream Suite 677, Lagos",Lagos,731756,04/05/2025,05/05/2025 12:13,Standard,21/01/2002,9001100218
C09776,Christopher,Mann,christopher.mann@gmail.com,3816 Bruce Isle Apt. 259,Lagos,107257,17/01/2024,5/20/2024 5:32,,03/10/1946,7044754550
C09777,Thomas,Price,thomas.price@yahoo.com,2756 Zavala Cliff,Port Harcourt,851106,21/10/2023,07/09/2024 11:52,VIP,28/07/1983,9196522692
C09778,Cynthia,Kidd,ckidd@hotmail.com,4173 Danielle Forks Apt. 216,Port Harcourt,,10/11/2023,09/11/2024 02:39,Platinum,08/02/2001,8274842591
C09779,Rachel,Butler,rachel.butler@gmail.com,185 French Track,Port Harcourt,174821,13/11/2023,12/12/2023 17:53,Bronze,07/07/1967,9107033343
C09780,Allen,Graham,allengraham@beta.ng,4110 Keller Meadow Suite 916,Lagos,650037,03/04/2024,06/05/2024 08:40,Bronze,,9008851428
C09781,Ryan,Martin,rmartin@gmail.com,2111 Smith Skyway Suite 053,Kano,462908,30/04/2025,,Platinum,08/03/1970,9170222478
C09782,Jason,Miller,jasonmiller@yahoo.com,"813 Monroe River, Lagos",Lagos,923118,08/01/2025,4/23/2025 22:01,Standard,18/11/1990,
C09783,Jennifer,Smith,jennifer.smith@outlook.com,"264 White Passage, Rivers",Port Harcourt,,11/11/2023,12/04/2024 04:03,Standard,01/01/1900,7065000507
C09784,John,Dennis,john.dennis@mail.com,"01708 Melissa Mountains Apt. 837, Rivers",Port Harcourt,798149,18/09/2024,4/30/2025 17:31,Gold,03/10/1994,9084940022
C09785,Deborah,Adams,deborah.adams@yahoo.com,21717 Kenneth Branch Suite 492,Abuja,948405,06/01/2024,,,30/09/1989,9070703672
C09786,Joshua,Hernandez,jhernandez@mail.com,0277 Samantha Corners Suite 005,Lagos,507904,26/06/2024,2/28/2025 16:23,VIP,21/12/1961,9073898128
C09787,Ronald,Maldonado,ronald.maldonado@gmail.com,"385 Tracy Unions Apt. 765, Rivers",Port Harcourt,938291,18/03/2024,05/09/2024 08:18, Bronze ,30/12/1997,8105178550
C09788,Robert,Velasquez,velasquez.r@hotmail.com,01165 Michael Courts,Lagos,526290,05/05/2024,,Standard,,7012237718
C09789,Scott,Huff,scott.huff@techie.com,3974 Bridget Extension,Port Harcourt,252250,15/01/2024,8/31/2024 6:07,New,01/01/1900,8264552162
C09790,Jimmy,Price,jimmy.price@hotmail.com,"80345 Fitzgerald Shore Apt. 021, Rivers",Port Harcourt,410966,24/06/2024,8/23/2024 13:07,standard,02/09/1949,7087804396
C09791,Patricia,Riley,patriciariley@outlook.com,7403 Shields Neck Suite 187,Lagos,514004,18/06/2024,11/04/2024 19:08,Gold,,9105523279
C09792,Robert,Blackwell,rblackwell@mail.com,6976 Chad Mountain,Kaduna,531263,03/10/2023,,New,,8205840926
C09793,Michael,Barnes,mbarnes@aol.com,181 Craig Islands Apt. 302,Port Harcourt,984787,17/06/2024,10/17/2024 5:40,Platinum,26/06/1982,7083988301
C09794,Michael,Cooper,michael.cooper@hotmail.com,594 Thomas Estate Suite 984,Benin City,982890,20/01/2025,1/28/2025 11:02,Gold,01/01/1946,
C09795,Larry,Zimmerman,larryzimmerman@gmail.com,35793 Sanchez Walks,Port Harcourt,140673,14/10/2023,02/03/2025 06:07,Gold,,8044888482
C09796,Anthony,Williams,anthonywilliams@outlook.com,56818 Michael Plaza Apt. 933,Abuja,603200,21/06/2024,3/19/2025 13:34,Standard,01/01/1900,8236934592
C09797,Oscar,Chavez,oscar_chavez@workmail.com,88743 Carey Island Suite 010,Lagos,854459,06/06/2024,10/30/2024 14:15,New,02/08/1967,8133572860
C09798,Lee,Bryan,lee_bryan@yahoo.com,78602 Christopher Divide,Lagos,690200,08/10/2024,2/24/2025 14:53,Silver,10/04/1970,
C09799,Jonathan,Newman,jonathan.newman@hotmail.com,1465 Phillips Cape Suite 351,Lagos,,13/02/2025,3/17/2025 6:41,vip,01/03/1952,8104580413
C09800,Carlos,Parks,carlos_parks@consultant.com,049 Armstrong Wells,Port Harcourt,898092,01/11/2024,03/01/2025 01:23,Bronze,21/02/1976,8148070956
C09801,Destiny,Galvan,destiny.galvan@mail.ng,49280 Garrett Hills,Port Harcourt,282672,20/10/2024,10/22/2024 17:37,Standard,22/12/2003,8151745029
C09802,Rebecca,Singh,rebecca.singh@mail.ng,480 Mitchell Crossroad Apt. 391,Ibadan,846522,25/03/2025,3/28/2025 13:06,Silver,28/07/1961,8046232644
C09803,Kiara,Casey,kiara.casey@consultant.com,33938 Ralph Manors Apt. 622,Port Harcourt,431548,18/12/2024,05/07/2025 07:52,,17/02/1953,7077180284
C09804,Jasmine,Fox,jfox@yahoo.com,476 Jessica Orchard,Port Harcourt,934045,14/07/2024,10/17/2024 6:34,Bronze,07/02/1949,9139680339
C09805,Wanda,Williams,wanda.williams890@hotmail.com,067 Johnson Passage Suite 035,Warri,892119,20/03/2024,03/07/2025 09:17,Standard,01/12/1943,8042523396
C09806,Scott,Palmer,spalmer@yahoo.com,03233 Arnold Court,Lagos,932660,02/12/2023,5/19/2024 12:23,Silver,18/12/1938,9077831226
C09807,Heidi,Schwartz,,"064 Anna Viaduct Suite 732, Rivers",Port Harcourt,884432,26/12/2023,11/11/2024 08:41,Silver,31/01/1956,8051567145
C09808,Kevin,Jones,kevin_jones@techie.com,"2210 Valdez Corner Suite 122, Lagos",Lagos,834821,28/05/2024,,,05/10/1937,9099610329
C09809,Loretta,Hopkins,lorettahopkins@outlook.com,"47407 Patricia Pike Apt. 126, Imo",Owerri,855265,25/11/2023,,Gold,07/06/1965,7014458402
C09810,Alan,Moore,alan.moore@aol.com,1562 Gregory Mountains,Lagos,918752,23/04/2025,,VIP,13/07/1955,8214878749
C09811,Jim,Howell,jim.howell@mail.com,3672 Donald Points Apt. 780,Port Harcourt,463221,07/10/2023,12/16/2024 15:17,VIP,09/11/1983,9076012887
C09812,Bryce,Roberts,bryce_roberts@outlook.com,4879 Collins Wells,Kano,,05/11/2023,2/17/2024 20:13,standard,19/12/1972,9134336202
C09813,Jennifer,Castillo,jennifer.castillo@beta.ng,3945 Sanders Villages Suite 580,Lagos,462622,13/01/2024,03/05/2025 15:14,Silver,10/05/1983,9052719305
C09814,Jennifer,Reed,jennifer.reed@aol.com,"897 Edwards Prairie Suite 293, FCT",Abuja,336017,25/12/2024,5/21/2025 7:31,,03/04/1970,9155833309
C09815,Amy,Shaw,amy.shaw@hotmail.com,"0276 Elizabeth Estate Apt. 295, Rivers",Port Harcourt,727765,10/02/2025,04/04/2025 23:37,standard,29/10/1968,9184122388
C09816,Christian,Gonzalez,cgonzalez@gmail.com,9996 Dustin Mall,Lagos,340481,04/01/2024,07/03/2024 10:52,New,18/07/1986,7177005627
C09817,Jennifer,Bennett,jennifer.bennett@mail.com,24622 Chen Ramp,Port Harcourt,438626,04/03/2025,3/16/2025 19:17, Silver,24/10/1988,
C09818,Melanie,Ball,mball@gmail.com,0222 Cox Flats Suite 480,Port Harcourt,691480,18/10/2024,11/26/2024 3:59,standard,23/04/1985,7169569646
C09819,Melissa,Garrett,melissa.garrett@gmail.com,060 Scott Ports Apt. 179,Port Harcourt,246091,17/11/2023,11/03/2024 02:02,standard,21/03/1963,8082198770
C09820,Alyssa,Gonzalez,alyssa.gonzalez@hotmail.com,34584 Smith Groves,Lagos,183898,01/02/2025,3/24/2025 18:55,New,04/09/1961,8040575163
C09821,Cathy,Acosta,acosta.c@aol.com,"713 Kayla Fork, Lagos",Lagos,128423,13/04/2025,05/04/2025 17:53,standard,,7030617766
C09822,Walter,Casey,walter.casey@mail.com,8033 Martinez Gardens,Port Harcourt,806980,08/06/2024,11/25/2024 15:11,standard,,7157947196
C09823,Jennifer,Nichols,jennifer.nichols@gmail.com,7895 Williams Terrace,Port Harcourt,286984,20/04/2025,05/12/2025 23:54,Bronze,02/10/1938,8190656524
C09824,Lisa,Gordon,lisa.gordon@gmail.com,927 Natasha Knolls,Port Harcourt,961766,20/10/2023,12/05/2023 22:58,Silver,27/02/1983,8109388767
C09825,Robert,Le,rle@gmail.com,22670 Walter Rapid,Lagos,485679,13/05/2025,5/21/2025 23:16,Silver,07/02/1968,7018788676
C09826,Mary,Chen,mary.chen@mail.com,"732 Stephanie Circle Suite 722, Rivers",Port Harcourt,122398,23/05/2024,2/26/2025 23:44,Silver,11/04/1956,7140381922
C09827,Kimberly,Jacobs,kimberlyjacobs@hotmail.com,6687 Thompson Station Apt. 974 (old),Port Harcourt,441798,15/06/2024,1/16/2025 10:05, Platinum,11/01/1955,9066018814
C09828,Teresa,Villa,tvilla@outlook.com,"9915 Sherry Creek Suite 450, Rivers",Port Harcourt,348379,07/10/2023,,Bronze,30/01/1982,9099199710
C09829,Shannon,Frank,shannonfrank@yahoo.com,3871 Matthew Well Suite 358,Port Harcourt,119821,21/03/2025,4/27/2025 5:27,New,25/10/1990,8079128261
C09830,Diana,Miller,diana_miller@mail.com,609 Kidd Mission,Port Harcourt,819017,06/08/2024,4/27/2025 9:54,Standard,,9196678587
C09831,Andrew,Nguyen,andrew.nguyen@aol.com,0592 Charles Estates,Port Harcourt,736566,09/09/2024,2/19/2025 7:34,Silver,01/01/1900,9173017404
C09832,Elizabeth,Bradford,elizabethbradford@gmail.com,72060 Peter Well,Port Harcourt,105046,21/09/2024,,standard,28/12/1950,7055398273
C09833,Donna,Thompson,donna.thompson@yahoo.com,6697 Thompson Square Apt. 430,Port Harcourt,492400,10/04/2024,05/03/2025 04:24,Gold,28/08/1967,8171272650
C09834,Bradley,Perez,bradley.perez@hotmail.com,07980 Garcia Glen,Lagos,104873,13/07/2024,11/18/2024 14:58,Silver,25/05/2004,
C09835,Stanley,Oliver,stanley.oliver@mail.ng,5384 Dennis Trail Suite 620,Abuja,849909,17/02/2024,7/26/2024 3:05,Gold,01/01/1900,8267516639
C09836,Matthew,Hayes,matthew.hayes@yahoo.com,08942 Jerry Trail Apt. 432,Port Harcourt,,16/10/2024,05/07/2025 08:40,Platinum,11/03/1984,7145647607
C09837,Kathryn,Miller,kathryn.miller@engineer.com,"2411 Lynn Well Suite 592, Lagos",Lagos,842334,03/09/2023,4/20/2025 1:15,Platinum,01/01/1900,
C09838,Eduardo,Dunn,eduardo.dunn@hotmail.com,"99105 Alexis Cape, Rivers",Port Harcourt,314382,03/06/2024,03/04/2025 18:47,VIP,12/07/1999,8056475795
C09839,Benjamin,Thompson,benjamin.thompson@gmail.com," 840 Randy Branch Suite 367, Oyo",Ibadan,808079,07/12/2024,2/26/2025 2:24,VIP,01/01/1900,7119355239
C09840,Melissa,Ford,melissa_ford@iwantthis.com.ng,"655 Turner Ford Apt. 905, Rivers",Port Harcourt,395009,26/06/2024,1/20/2025 18:43,standard,01/07/1962,
C09841,Erika,Harrell,erikaharrell@mail.com,8718 Fuller Plains Apt. 468,Lagos,479083,25/09/2023,5/13/2025 13:53,Gold,15/10/1937,8041427210
C09842,Brian,Maynard,brian.maynard@hotmail.com,53003 Andrews Pine,Port Harcourt,862718,30/04/2025,5/19/2025 10:49,standard,15/10/1988,8128566756
C09843,Tiffany,Smith,tiffany.smith155@outlook.com,64344 Patrick Road,Port Harcourt,548584,14/11/2023,12/31/2024 2:34,standard,01/07/1991,9004236357
C09844,Adam,Brown,adam.brown@engineer.com,"9414 Rios Circle Apt. 345, Rivers",Port Harcourt,361121,08/08/2024,04/04/2025 00:30,Silver,29/04/2002,
C09845,Valerie,Chen,valerie.chen@gmail.com,"6456 Gary Ramp, Rivers",Port Harcourt,664905,30/03/2025,04/02/2025 01:47,New,,7144548723
C09846,Hayden,Walker,hayden.walker@yahoo.com,"62427 Skinner Lodge, Kaduna",Kaduna,754061,26/09/2023,4/21/2024 12:06,,17/12/1986,9098506618
C09847,Tami,Barnett,barnett.t@consultant.com,429 Tammy Mission,Calabar,292703,01/11/2023,02/08/2024 15:51,Bronze,14/12/1992,7050941100
C09848,Troy,Lewis,troy.lewis@hotmail.com,54970 Stokes Lodge,Port Harcourt,668797,04/05/2024,3/30/2025 9:11,Gold ,23/09/1973,7136857841
C09849,Veronica,Fleming,veronica.fleming@hotmail.com,"31668 Scott Mill Suite 762, Rivers",Port Harcourt,525725,17/11/2023,11/23/2024 4:22,Standard,09/03/1970,9136753873
C09850,Lisa,Alvarez,lisa.alvarez@outlook.com,77032 Benjamin Groves Suite 712,Port Harcourt,268455,05/08/2024,4/26/2025 12:43,Bronze,01/01/1900,7003463826
C09851,Sarah,Rogers,rogers.s@hotmail.com,64702 John Spur Suite 960,Port Harcourt,198551,03/09/2023,01/08/2025 21:37,VIP,19/10/1948,9063567088
C09852,Travis,Mcdonald,tmcdonald@yahoo.com,012 Bryan Walks,Lagos,812258,14/03/2024,4/27/2024 12:45,standard,,7139603848
C09853,Katrina,Long,klong@outlook.com,"2144 Hart Lodge Suite 740, Rivers",Port Harcourt,767744,21/04/2025,4/21/2025 2:17,Standard,,9028333364
C09854,Cassandra,Edwards,cassandra.edwards@yahoo.com,4158 Sherry Avenue Apt. 550,Port Harcourt,950361,01/12/2024,05/09/2025 22:49,VIP,12/08/1939,9175718940
C09855,Brian,Rodriguez,rodriguez.b@yahoo.com,786 Philip Springs Apt. 543,Port Harcourt,298184,02/02/2025,02/10/2025 04:39,New,13/08/1938,8271845188
C09856,Derrick,Hoover,derrick_hoover@yahoo.com,70976 Harvey Grove Apt. 845,Port Harcourt,908439,04/05/2025,5/18/2025 15:35,New,07/09/1942,
C09857,Lauren,Watson,lauren.watson@iwantthis.com.ng,14437 Michelle Stravenue,Ibadan,551403,22/12/2024,1/29/2025 15:20,standard,,9060664835
C09858,Amy,Thomas,amythomas@hotmail.com,"548 Harrison Stravenue Suite 110, Lagos",Lagos,500710,18/09/2023,3/19/2025 10:38,Silver,23/07/1997,9048212839
C09859,Abigail,Williams,abigailwilliams@yahoo.com,910 Green Park Apt. 909,Port Harcourt,846907,02/11/2024,03/02/2025 00:05,standard,01/01/1900,8005121076
C09860,Jacob,Ramirez,jramirez@hotmail.com,16050 James Radial Apt. 067,Port Harcourt,499455,30/12/2024,2/17/2025 6:07,VIP,09/12/1967,
C09861,Andrew,Gallagher,andrew_gallagher@mail.com,0924 Ashley Square Suite 083,Lagos,473012,29/12/2023,1/24/2024 19:03,standard,13/05/1942,8103665003
C09862,Kyle,Allen,kyle.allen@beta.ng,40887 Jeffrey Mountains,Kano,950350,07/08/2024,8/27/2024 9:16,Gold,06/03/2000,8249120957
C09863,Gene,Murphy,gene_murphy@gmail.com,2434 Dana Bypass Apt. 452,Lagos,257217,21/05/2024,10/11/2024 20:17,standard,01/01/1900,7024249450
C09864,Nancy,Rivera,nancy_rivera@yahoo.com,794 Roberts Spur,Abuja,,22/07/2024,10/24/2024 7:07,VIP,25/06/1990,9164421836
C09865,Frances,Garner,francesgarner@engineer.com,64118 Chase Vista,Port Harcourt,614061,16/09/2023,3/31/2024 0:59,standard,13/05/1998,8175953705
C09866,Karen,Foster,kfoster@gmail.com,31773 Christensen Isle,Port Harcourt,944213,20/01/2025,3/29/2025 20:12,Gold,27/01/1947,8286153338
C09867,Brenda,Shaw,shaw.b@consultant.com,6380 Bird Squares,Jos,990218,11/03/2024,06/05/2024 02:24,Silver,14/09/1959,9155040992
C09868,Nicholas,Moran,nicholasmoran@hotmail.com,"0365 Webb Circle Suite 364, Rivers",Port Harcourt,580714,10/06/2024,,Standard,20/06/1987,9155454929
C09869,Renee,Rodriguez,renee.rodriguez@outlook.com,4680 Amanda Isle Apt. 760,Port Harcourt,857269,29/09/2024,01/09/2025 06:03,Gold,,8246612724
C09870,Courtney,Snyder,courtney.snyder@mail.com,1378 Ortiz Fields Apt. 517,Lagos,595835,16/08/2024,12/04/2024 16:33,Silver,14/09/1958,9067162154
C09871,Jessica,Nguyen,jnguyen@mail.com,18415 Barker Summit,Lagos,996094,10/10/2023,11/22/2024 2:24,New,10/12/1961,8282591829
C09872,Ashley,Aguirre,aguirre.a@iwantthis.com.ng,7493 Kyle Valleys,Benin City,,27/12/2024,03/11/2025 04:15,New,16/03/1982,7196155696
C09873,Sharon,Montoya,sharon_montoya@hotmail.com,"4102 Victoria Junctions, Oyo",Ibadan,705209,07/03/2024,3/17/2024 13:42,,,9090368116
C09874,Sandra,Chandler,chandler.s@yahoo.com,06434 Sherman Centers Apt. 933,Abuja,605767,21/03/2025,3/30/2025 10:50,Gold,01/01/1900,-9065
C09875,Kimberly,Meyers,kimberly_meyers@gmail.com,63248 Walter Dam,Port Harcourt,,21/04/2024,10/18/2024 22:05,Gold,,7069633857
C09876,Hannah,Wood,hannahwood@yahoo.com,"6664 Byrd Square Apt. 928, Rivers",Port Harcourt,506828,24/03/2024,10/14/2024 20:04,Bronze,01/01/1900,9129120479
C09877,Joshua,Phillips,joshua.phillips@aol.com,757 Turner Trafficway,Lagos,505846,05/05/2024,07/02/2024 23:30,,12/04/1994,7038539380
C09878,Tony,Duffy,tony_duffy@gmail.com, 2047 Kevin Hills Apt. 006 ,Port Harcourt,548933,18/09/2024,03/04/2025 22:47,Gold,23/03/1960,7019093630
C09879,Matthew,Stewart,matthewstewart@yahoo.com,30935 Carter Square,Benin City,127488,06/12/2024,02/02/2025 03:52,VIP,01/05/1988,
C09880,James,Turner,james_turner@gmail.com,"16553 Brian Hollow Apt. 004, Rivers",Port Harcourt,,09/01/2024,,New,26/09/1971,9007753441
C09881,Christina,Cross,christina.cross@outlook.com,"36824 Smith Lights Suite 223, FCT",Abuja,982050,21/04/2024,4/28/2025 0:25,standard,,-5025
C09882,George,Shannon,george.shannon@yahoo.com,02343 Fisher Heights Apt. 274,Port Harcourt,518496,21/01/2025,4/16/2025 6:33,Silver,21/03/2005,9120701037
C09883,Ronnie,Ewing,ewing.r@gmail.com,"385 Debra Brook, Rivers",Port Harcourt,516397,14/12/2023,4/19/2025 12:51,Standard,08/10/1957,9149134369
C09884,Michael,Rogers,michael.rogers@outlook.com,06008 Flores Meadows,Lagos,620827,20/04/2024,11/14/2024 11:44,Standard,08/10/1993,+1-559-637-7902x968
C09885,Timothy,Jacobs,timothy_jacobs@outlook.com,79049 Johnny Villages Apt. 592,Port Harcourt,566348,17/07/2024,3/30/2025 11:33,standard,03/11/1995,8008984686
C09886,April,Yang,april.yang@beta.ng,7201 Mary Fork Suite 093,Abuja,337613,08/09/2023,9/13/2023 17:00,Bronze,29/11/1988,7074917100
C09887,Kelsey,Ball,kelsey.ball@yahoo.com,"2646 Thompson Lakes, Rivers",Port Harcourt,900190,11/03/2025,04/09/2025 04:42,New,07/07/1995,9090005544
C09888,Gregory,Sanford,sanford.g@mail.ng,1314 Cortez Glen,Port Harcourt,227420,21/09/2023,8/20/2024 23:15,,30/09/1955,9162869751
C09889,Jeffrey,Sanders,sanders.j@mail.com,"7290 Jake Bridge, Kano",Kano,381442,29/03/2025,4/16/2025 23:12,VIP,19/05/1973,8255621249
C09890,William,Conrad,wconrad@gmail.com,"135 Sydney Prairie, Edo",Benin City,483586,25/11/2023,06/10/2024 17:56,Bronze,,7148879841
C09891,Sean,Hernandez,sean.hernandez@techie.com,301 Brown Vista Apt. 938,Abuja,157056,24/04/2024,01/04/2025 22:39,Gold,01/01/1900,8028383048
C09892,Kevin,Lewis,kevin.lewis@hotmail.com,"27476 Morse Heights, Edo",Benin City,667764,24/12/2023,03/11/2024 09:28,New,20/11/1948,8154500383
C09893,Tonya,Stone,tonya.stone@mail.com,74449 Thomas Spur Apt. 963,Port Harcourt,158162,22/08/2024,3/25/2025 10:32,Silver,01/01/1900,9021707730
C09894,Peter,Rice,price@aol.com,4281 Martinez Pike Apt. 374,Port Harcourt,126621,16/12/2024,12/20/2024 23:53,standard,,8189441326
C09895,Tara,Vargas,tara.vargas@outlook.com,"81837 Sandra Light, Edo",Benin City,314841,28/12/2023,4/29/2024 11:04,,05/04/1989,8047449609
C09896,Anita,Gonzalez,anita.gonzalez720@outlook.com,"6410 Henry Drives, Lagos",Lagos,462459,03/10/2024,01/07/2025 17:44,VIP,16/10/1962,8004335403
C09897,Lisa,Smith,lsmith@aol.com,38582 Vazquez Falls Suite 883,Lagos,157954,21/04/2024,,,,9144209527
C09898,Donald,Stanley,stanley.d@workmail.com,0903 Morton Spur Apt. 796,Jos,823350,13/04/2025,05/12/2025 06:44,Platinum,19/10/1950,7116512242
C09899,Nicole,Kirby,nkirby@aol.com,"2889 George Stravenue, Rivers",Port Harcourt,530411,19/10/2024,12/25/2024 2:57,Platinum,13/11/1957,8001071003
C09900,Shannon,Smith,shannon.smith@hotmail.com,"9774 Mccoy Tunnel, Rivers",Port Harcourt,603313,17/10/2024,1/24/2025 8:05,Bronze,12/09/1968,8050628435
C09901,Barbara,Lucero,lucero.b@yahoo.com,"08352 Valdez Cliffs, FCT",Abuja,486107,19/10/2024,5/22/2025 11:24,standard,11/03/1980,7177103444
C09902,Patricia,Robinson,patricia_robinson@mail.com,"13247 Curtis Falls, Rivers",Port Harcourt,894776,15/04/2025,4/16/2025 20:43,,07/06/1952,9070441050
C09903,Melanie,Norton,melanie.norton@beta.ng,9767 Dylan River,Port Harcourt,434821,01/04/2024,5/25/2024 16:16,Gold,01/01/1900,8099684769
C09904,David,Hardy,david.hardy@mail.com,3548 Walsh Crescent Suite 676,Port Harcourt,586861,13/10/2024,3/18/2025 4:01,Platinum,18/02/1952,7030174730
C09905,Lisa,Cruz,lisa_cruz@gmail.com,2301 Craig Lights Suite 343,Benin City,876828,05/07/2024,,Silver,13/01/1996,9108843201
C09906,Sherry,Stewart,sherry_stewart@outlook.com,04795 Kristie Viaduct,Port Harcourt,913069,15/01/2025,2/27/2025 6:42,Platinum,02/04/2007,7069222921
C09907,Ian,Lewis,ilewis@iwantthis.com.ng,"9707 Mendez Shore, Lagos",Lagos,676772,28/08/2024,10/13/2024 14:03,,,9168207955
C09908,Amy,Miller,amy_miller@mail.ng,"4611 Autumn Way Apt. 723, Akwa Ibom",Uyo,,06/11/2023,1/15/2025 17:16,Silver,01/01/1900,
C09909,Kenneth,Parker,kennethparker@outlook.com,"277 Little Drive, FCT",Abuja,160772,03/11/2023,11/27/2024 3:46,standard,31/08/1956,7185640839
C09910,David,Burton,david.burton@outlook.com,160 Nelson Grove Apt. 496,Port Harcourt,307640,06/02/2024,3/13/2024 20:31,Gold,29/10/1950,8254617169
C09911,John,Walsh,john.walsh421@aol.com,736 Frederick Mountains,Lagos,619561,03/09/2024,05/05/2025 07:32,VIP,11/09/2005,7133622547
C09912,Maureen,Lawson,maureen.lawson@outlook.com,"55500 Pierce Cliff Apt. 190, Rivers",Port Harcourt,368073,10/05/2025,,Bronze,21/11/1966,9079637474
C09913,Briana,Russell,briana.russell@iwantthis.com.ng,"3564 Hall Walk, Lagos",Lagos,482514,27/10/2023,10/19/2024 1:10,Standard,01/01/1900,8109880250
C09914,Ricardo,Parks,ricardo.parks@aol.com,"5374 Jennifer Shoal, Rivers",Port Harcourt,513608,11/05/2025,5/21/2025 22:31,standard,25/11/2002,9173188612
C09915,Katie,Kennedy,katie.kennedy@aol.com,2840 Fuller Brooks Suite 127,Port Harcourt,808165,04/05/2025,5/14/2025 16:08, standard ,24/10/2003,8278467014
C09916,Donna,Villarreal,donna.villarreal@aol.com,4871 Michael Pines Suite 113,Port Harcourt,,08/05/2024,,Bronze,17/02/1975,9181199132
C09917,Dawn,Williams,dawn.williams@gmail.com,"418 Nguyen Spurs Apt. 506, Edo",Benin City,943028,03/12/2024,1/26/2025 10:05,New,02/09/1957,9002032176
C09918,Jennifer,Wilson,wilson.j@hotmail.com,"94508 Cunningham Ranch Apt. 986, Rivers",Port Harcourt,922857,05/04/2025,04/07/2025 05:47,Bronze,25/06/1969,7148673131
C09919,Michael,Weaver,michael.weaver@yahoo.com,9715 Manning Islands Suite 255,Port Harcourt,362504,05/07/2024,07/07/2024 05:52,Silver,15/06/1980,9189988999
C09920,Gregory,Campbell,gregory.campbell@gmail.com,2161 Ashley Shoals,Lagos,341554,25/02/2025,5/20/2025 15:09,Bronze,07/01/1950,8233124010
C09921,Michele,Combs,michele.combs@yahoo.com,4452 Ware Rapid,Owerri,735626,01/09/2023,1/25/2025 14:18,New,23/06/1999,8086112477
C09922,Jimmy,Jones,jones.j@hotmail.com,"5182 Gibson Wall Suite 280, Lagos",Lagos,746828,13/03/2024,,Gold,05/04/1937,7054959190
C09923,Jamie,Shepherd,jamieshepherd@aol.com,8964 Silva Pike Apt. 086,Port Harcourt,457071,15/08/2024,12/19/2024 11:31,,01/01/1900,8009689022
C09924,Richard,Daugherty,rdaugherty@gmail.com,22944 Rivera Port,Port Harcourt,937683,19/11/2023,01/05/2024 22:07,Gold,,8203542040
C09925,Erica,Reed,ereed@mail.ng,1605 Carol Trail Apt. 560,Port Harcourt,815320,15/01/2025,05/04/2025 07:10,Silver,04/02/1953,9143236135
C09926,Tina,Barker,tina.barker@yahoo.com,816 Jason Inlet Suite 652,Port Harcourt,360082,18/02/2024,,standard,21/09/1940,8242276365
C09927,Michelle,Miller,michelle.miller@mail.com,96622 Daniel Circle,Abuja,514249,03/06/2024,04/03/2025 04:12,Gold,03/05/1995,9025454061
